model,mae,rmse,r2,baseline_mae,baseline_rmse,mae_improvement_pct,rmse_improvement_pct
bsm_baseline,34.78974914121975,37.8862749795557,-0.5966041472551871,,,,
approach1_rf_vol_bsm,33.75661568957143,36.140103379215496,-0.45282137195029915,34.78974914121975,37.8862749795557,2.9696490407406713,4.608982016000461
approach1_xgb_vol_bsm,32.58293089657203,35.01294041656903,-0.36361135293515834,34.78974914121975,37.8862749795557,6.343300251145037,7.584104176346678
approach2_ridge,30.72274620942947,33.54747006844936,-0.2518519987400838,34.78974914121975,37.8862749795557,11.69023356644902,11.45218133333948
approach2_gbdt,35.95173331517353,43.33887644207631,-1.0892419383653156,34.78974914121975,37.8862749795557,-3.340018834964891,-14.39202314152806
approach2_mlp,27.338517184042267,29.89613110026974,0.00582367325547295,34.78974914121975,37.8862749795557,21.417895044115397,21.089811240607908
